Wed, 02 Sep 2020 15:22:39 GMT | INFO | app.log | Request received at /register | data:{"name":"shop1","email":"test@gmail.com","password":"123456789"} | 
Wed, 02 Sep 2020 15:22:39 GMT | ERROR | app.log | email already exists | 
Wed, 02 Sep 2020 15:37:23 GMT | INFO | app.log | Request received at /login | 
Wed, 02 Sep 2020 15:37:23 GMT | ERROR | app.log | email/password is wrong | 
Wed, 02 Sep 2020 15:37:29 GMT | INFO | app.log | Request received at /login | 
Wed, 02 Sep 2020 15:37:29 GMT | ERROR | app.log | TypeError: Cannot read property 'password' of null | 
Wed, 02 Sep 2020 15:41:59 GMT | INFO | app.log | Request received at /getUserDetails | 
Wed, 02 Sep 2020 15:41:59 GMT | INFO | app.log |  user fetched successfully | 
Wed, 02 Sep 2020 15:42:32 GMT | INFO | app.log | Request received at /getUserDetails | 
Wed, 02 Sep 2020 15:42:32 GMT | INFO | app.log |  user fetched successfully | 
Wed, 02 Sep 2020 15:46:29 GMT | INFO | app.log | Request received at /authClientToken | 
Wed, 02 Sep 2020 15:46:29 GMT | INFO | app.log | Request received at /getUserDetails | 
Wed, 02 Sep 2020 15:46:29 GMT | INFO | app.log |  user fetched successfully | 
Thu, 03 Sep 2020 08:14:48 GMT | INFO | app.log | Request received at /register | 
Thu, 03 Sep 2020 08:14:48 GMT | ERROR | app.log | email already exists | 
Thu, 03 Sep 2020 08:15:08 GMT | INFO | app.log | Request received at /register | 
Thu, 03 Sep 2020 08:15:08 GMT | ERROR | app.log | Error: secretOrPrivateKey must have a value | 
Thu, 03 Sep 2020 08:17:33 GMT | INFO | app.log | Request received at /register | 
Thu, 03 Sep 2020 08:17:33 GMT | INFO | app.log | user registered successfully | 
Thu, 03 Sep 2020 08:18:17 GMT | INFO | app.log | Request received at /login | 
Thu, 03 Sep 2020 08:18:17 GMT | ERROR | app.log | The user is disable!!! | 
Thu, 03 Sep 2020 08:22:46 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 08:22:46 GMT | ERROR | app.log |  No token provided | 
Thu, 03 Sep 2020 08:23:18 GMT | INFO | app.log | Request received at /login | 
Thu, 03 Sep 2020 08:23:18 GMT | ERROR | app.log | email/password is wrong | 
Thu, 03 Sep 2020 08:23:45 GMT | INFO | app.log | Request received at /login | 
Thu, 03 Sep 2020 08:23:45 GMT | ERROR | app.log | email/password is wrong | 
Thu, 03 Sep 2020 08:30:29 GMT | INFO | app.log | Request received at /login | 
Thu, 03 Sep 2020 08:30:29 GMT | ERROR | app.log | email/password is wrong | 
Thu, 03 Sep 2020 08:42:06 GMT | INFO | app.log | Request received at /register | 
Thu, 03 Sep 2020 08:42:06 GMT | INFO | app.log | user registered successfully | 
Thu, 03 Sep 2020 08:42:19 GMT | INFO | app.log | Request received at /login | 
Thu, 03 Sep 2020 08:42:19 GMT | ERROR | app.log | The user is disable!!! | 
Thu, 03 Sep 2020 08:43:04 GMT | INFO | app.log | Request received at /login | 
Thu, 03 Sep 2020 08:43:04 GMT | ERROR | app.log | email/password is wrong | 
Thu, 03 Sep 2020 08:44:23 GMT | INFO | app.log | Request received at /login | 
Thu, 03 Sep 2020 08:44:23 GMT | INFO | app.log | 1234356789 | 
Thu, 03 Sep 2020 08:44:23 GMT | INFO | app.log | $2a$08$mgp2Wgh0qCX4MAoHAkMv0uDHqTcjmJABH3MCTYlftmJgmK7XQJvo6 | 
Thu, 03 Sep 2020 08:44:23 GMT | ERROR | app.log | email/password is wrong | 
Thu, 03 Sep 2020 08:45:55 GMT | INFO | app.log | Request received at /login | 
Thu, 03 Sep 2020 08:45:55 GMT | INFO | app.log | 1234356789 | 
Thu, 03 Sep 2020 08:45:55 GMT | INFO | app.log | $2a$08$mgp2Wgh0qCX4MAoHAkMv0uDHqTcjmJABH3MCTYlftmJgmK7XQJvo6 | 
Thu, 03 Sep 2020 08:45:55 GMT | ERROR | app.log | email/password is wrong | 
Thu, 03 Sep 2020 08:46:54 GMT | INFO | app.log | Request received at /login | 
Thu, 03 Sep 2020 08:46:55 GMT | INFO | app.log | 1234356789 | 
Thu, 03 Sep 2020 08:46:55 GMT | INFO | app.log | $2a$08$mgp2Wgh0qCX4MAoHAkMv0uDHqTcjmJABH3MCTYlftmJgmK7XQJvo6 | 
Thu, 03 Sep 2020 08:46:55 GMT | ERROR | app.log | email/password is wrong | 
Thu, 03 Sep 2020 08:48:06 GMT | INFO | app.log | Request received at /register | 
Thu, 03 Sep 2020 08:48:06 GMT | INFO | app.log | user registered successfully | 
Thu, 03 Sep 2020 08:48:28 GMT | INFO | app.log | Request received at /login | 
Thu, 03 Sep 2020 08:48:28 GMT | INFO | app.log | 1234356789 | 
Thu, 03 Sep 2020 08:48:28 GMT | INFO | app.log | $2b$08$E67dwicTLTFn6MEHce9cWOdqWP6Ce3b1JJCvQcO/PVHJ5x6CSBCoS | 
Thu, 03 Sep 2020 08:48:28 GMT | ERROR | app.log | email/password is wrong | 
Thu, 03 Sep 2020 08:52:17 GMT | INFO | app.log | Request received at /login | 
Thu, 03 Sep 2020 08:52:17 GMT | INFO | app.log | 1234356789 | 
Thu, 03 Sep 2020 08:52:17 GMT | INFO | app.log | $2b$08$E67dwicTLTFn6MEHce9cWOdqWP6Ce3b1JJCvQcO/PVHJ5x6CSBCoS | 
Thu, 03 Sep 2020 08:52:17 GMT | ERROR | app.log | email/password is wrong | 
Thu, 03 Sep 2020 08:52:48 GMT | INFO | app.log | Request received at /login | 
Thu, 03 Sep 2020 08:52:48 GMT | INFO | app.log | 1234356789 | 
Thu, 03 Sep 2020 08:52:48 GMT | INFO | app.log | $2b$08$E67dwicTLTFn6MEHce9cWOdqWP6Ce3b1JJCvQcO/PVHJ5x6CSBCoS | 
Thu, 03 Sep 2020 08:52:48 GMT | INFO | app.log | false | 
Thu, 03 Sep 2020 08:52:48 GMT | ERROR | app.log | email/password is wrong | 
Thu, 03 Sep 2020 08:53:30 GMT | INFO | app.log | Request received at /login | 
Thu, 03 Sep 2020 08:53:30 GMT | INFO | app.log | 123456789 | 
Thu, 03 Sep 2020 08:53:30 GMT | INFO | app.log | $2b$08$E67dwicTLTFn6MEHce9cWOdqWP6Ce3b1JJCvQcO/PVHJ5x6CSBCoS | 
Thu, 03 Sep 2020 08:53:30 GMT | INFO | app.log | true | 
Thu, 03 Sep 2020 08:53:30 GMT | ERROR | app.log | ReferenceError: User is not defined | 
Thu, 03 Sep 2020 08:55:21 GMT | INFO | app.log | Request received at /login | 
Thu, 03 Sep 2020 08:55:21 GMT | INFO | app.log | user login successfully | 
Thu, 03 Sep 2020 08:56:36 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 09:03:25 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 09:09:40 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 09:09:40 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 09:11:04 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 09:11:04 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 09:13:04 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 09:13:04 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 09:23:22 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 09:23:22 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 09:23:38 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 09:23:38 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 09:24:54 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 09:24:54 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 09:25:20 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 09:25:20 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 09:25:20 GMT | INFO | app.log | undefined | 
Thu, 03 Sep 2020 09:25:54 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 09:36:47 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 09:37:46 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 09:38:30 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 09:39:26 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 09:39:26 GMT | INFO | app.log | undefined | 
Thu, 03 Sep 2020 09:40:16 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 09:42:48 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 09:43:19 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 09:47:15 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 09:47:24 GMT | ERROR | app.log | Invalid Token | 
Thu, 03 Sep 2020 09:47:50 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 09:48:45 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 09:48:50 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 09:49:04 GMT | INFO | app.log | Request received at /getUserDetails | 
Thu, 03 Sep 2020 09:48:50 GMT | INFO | app.log | undefined | 
Thu, 03 Sep 2020 09:49:05 GMT | INFO | app.log |  user fetched successfully | 
Thu, 03 Sep 2020 09:49:26 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 09:49:28 GMT | ERROR | app.log |  No token provided | 
Thu, 03 Sep 2020 09:50:47 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 09:50:52 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 09:50:59 GMT | INFO | app.log | Request received at /getAndEnableUser | 
Thu, 03 Sep 2020 09:50:53 GMT | INFO | app.log | undefined | 
Thu, 03 Sep 2020 09:51:28 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 09:51:32 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 09:51:32 GMT | INFO | app.log | Request received at /getAndEnableUser | 
Thu, 03 Sep 2020 09:52:43 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 09:52:45 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 09:52:45 GMT | INFO | app.log | Request received at /getAndEnableUser | 
Thu, 03 Sep 2020 09:52:45 GMT | INFO | app.log | undefined | 
Thu, 03 Sep 2020 09:53:56 GMT | ERROR | app.log |  no user found | 
Thu, 03 Sep 2020 09:54:43 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 09:54:47 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 09:54:47 GMT | INFO | app.log | Request received at /getAndEnableUser | 
Thu, 03 Sep 2020 09:54:47 GMT | INFO | app.log | undefined | 
Thu, 03 Sep 2020 09:59:49 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 09:59:49 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 09:59:49 GMT | INFO | app.log | Request received at /getAndEnableUser | 
Thu, 03 Sep 2020 09:59:49 GMT | INFO | app.log | undefined | 
Thu, 03 Sep 2020 10:01:06 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 10:01:06 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 10:01:06 GMT | INFO | app.log | Request received at /getAndEnableUser | 
Thu, 03 Sep 2020 10:01:06 GMT | INFO | app.log | undefined | 
Thu, 03 Sep 2020 10:02:33 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 10:02:33 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 10:02:33 GMT | INFO | app.log | Request received at /getAndEnableUser | 
Thu, 03 Sep 2020 10:02:33 GMT | INFO | app.log | undefined | 
Thu, 03 Sep 2020 10:02:40 GMT | ERROR | app.log |  no user found | 
Thu, 03 Sep 2020 10:14:26 GMT | INFO | app.log | Request received at /register | 
Thu, 03 Sep 2020 10:14:26 GMT | INFO | app.log | user registered successfully | 
Thu, 03 Sep 2020 10:15:28 GMT | INFO | app.log | Request received at /login | 
Thu, 03 Sep 2020 10:15:28 GMT | INFO | app.log | user login successfully | 
Thu, 03 Sep 2020 10:16:22 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 10:16:22 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 10:16:22 GMT | INFO | app.log | Request received at /getUserDetails | 
Thu, 03 Sep 2020 10:16:22 GMT | INFO | app.log | undefined | 
Thu, 03 Sep 2020 10:16:22 GMT | ERROR | app.log |  no user found | 
Thu, 03 Sep 2020 10:17:07 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 10:17:07 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 10:17:07 GMT | INFO | app.log | Request received at /getUserDetails | 
Thu, 03 Sep 2020 10:17:07 GMT | INFO | app.log | undefined | 
Thu, 03 Sep 2020 10:17:07 GMT | INFO | app.log |  user fetched successfully | 
Thu, 03 Sep 2020 10:17:25 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 10:17:25 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 10:17:25 GMT | INFO | app.log | undefined | 
Thu, 03 Sep 2020 10:18:29 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 10:18:29 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 10:18:48 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 10:19:06 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 10:20:04 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 10:21:54 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 10:26:43 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 10:28:16 GMT | INFO | app.log | Request received at /register | 
Thu, 03 Sep 2020 10:28:16 GMT | INFO | app.log | user registered successfully | 
Thu, 03 Sep 2020 10:30:25 GMT | INFO | app.log | Request received at /login | 
Thu, 03 Sep 2020 10:30:25 GMT | ERROR | app.log | The user is disable!!! | 
Thu, 03 Sep 2020 10:30:53 GMT | INFO | app.log | Request received at /login | 
Thu, 03 Sep 2020 10:30:53 GMT | INFO | app.log | user login successfully | 
Thu, 03 Sep 2020 10:32:30 GMT | INFO | app.log | Request received at /login | 
Thu, 03 Sep 2020 10:36:10 GMT | INFO | app.log | Request received at /register | 
Thu, 03 Sep 2020 10:36:10 GMT | INFO | app.log | user registered successfully | 
Thu, 03 Sep 2020 10:36:29 GMT | INFO | app.log | Request received at /login | 
Thu, 03 Sep 2020 10:36:34 GMT | ERROR | app.log | The user is disable!!! | 
Thu, 03 Sep 2020 10:40:30 GMT | INFO | app.log | Request received at /login | 
Thu, 03 Sep 2020 10:40:30 GMT | INFO | app.log | user login successfully | 
Thu, 03 Sep 2020 10:41:23 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 10:41:34 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 10:42:02 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 11:05:34 GMT | INFO | app.log | Request received at /register | 
Thu, 03 Sep 2020 11:05:34 GMT | INFO | app.log | user registered successfully | 
Thu, 03 Sep 2020 11:06:13 GMT | INFO | app.log | Request received at /login | 
Thu, 03 Sep 2020 11:06:13 GMT | INFO | app.log | user login successfully | 
Thu, 03 Sep 2020 11:07:01 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 11:07:01 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 11:07:01 GMT | INFO | app.log | Request received at /getUserDetails | 
Thu, 03 Sep 2020 11:07:01 GMT | INFO | app.log |  user fetched successfully | 
Thu, 03 Sep 2020 11:15:11 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 11:15:27 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 11:15:30 GMT | INFO | app.log | Request received at /getUserDetails | 
Thu, 03 Sep 2020 11:15:44 GMT | INFO | app.log |  user fetched successfully | 
Thu, 03 Sep 2020 11:16:33 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 11:17:07 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 11:17:31 GMT | INFO | app.log | Request received at /getAndEnableUser | 
Thu, 03 Sep 2020 11:17:54 GMT | INFO | app.log |  user enabled successfully | 
Thu, 03 Sep 2020 11:51:51 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 11:51:56 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 11:51:59 GMT | INFO | app.log | Request received at /createComment | data:{"description":"this is a test","shopId":"1010"} | log_data:{"description":"this is a test","shopId":"1010"} | 
Thu, 03 Sep 2020 11:58:58 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 11:59:02 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 11:59:04 GMT | INFO | app.log | Request received at /createComment | data:{"description":"this is a test","shopId":"1010"} | log_data:{"description":"this is a test","shopId":"1010"} | 
Thu, 03 Sep 2020 11:59:23 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 11:59:28 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 11:59:32 GMT | INFO | app.log | Request received at /createComment | data:{"description":"this is a test","shopId":"1010"} | log_data:{"description":"this is a test","shopId":"1010"} | 
Thu, 03 Sep 2020 12:01:51 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 12:02:00 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 12:02:02 GMT | INFO | app.log | Request received at /createComment | data:{"description":"this is a test","shopId":"1010"} | log_data:{"description":"this is a test","shopId":"1010"} | 
Thu, 03 Sep 2020 12:02:23 GMT | INFO | app.log | comment created successfully | log_data:{"description":"this is a test","shopId":"1010"} | 
Thu, 03 Sep 2020 12:07:15 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 12:07:29 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 12:07:34 GMT | INFO | app.log | Request received at /createComment | data:{"description":"this is a test","shopId":"1010"} | log_data:{"description":"this is a test","shopId":"1010"} | 
Thu, 03 Sep 2020 12:09:45 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 12:09:45 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 12:09:45 GMT | INFO | app.log | Request received at /createComment | data:{"description":"this is a test","shopId":"1010"} | log_data:{"description":"this is a test","shopId":"1010"} | 
Thu, 03 Sep 2020 12:10:33 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 12:10:33 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 12:10:33 GMT | INFO | app.log | Request received at /createComment | data:{"description":"this is a test","shopId":"1010"} | log_data:{"description":"this is a test","shopId":"1010"} | 
Thu, 03 Sep 2020 12:11:11 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 12:11:11 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 12:11:11 GMT | INFO | app.log | Request received at /createComment | data:{"description":"this is a test","shopId":"1010"} | log_data:{"description":"this is a test","shopId":"1010"} | 
Thu, 03 Sep 2020 12:12:22 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 12:12:22 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 12:12:22 GMT | INFO | app.log | Request received at /createComment | data:{"description":"this is a test","shopId":"5f50cdfe01d928b15b651535"} | log_data:{"description":"this is a test","shopId":"5f50cdfe01d928b15b651535"} | 
Thu, 03 Sep 2020 12:12:37 GMT | ERROR | app.log | shopId is invalid!!! | log_data:{"description":"this is a test","shopId":"5f50cdfe01d928b15b651535"} | 
Thu, 03 Sep 2020 12:23:39 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 12:23:39 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 12:23:39 GMT | INFO | app.log | Request received at /createComment | data:{"description":"this is a test","shopId":"10101"} | log_data:{"description":"this is a test","shopId":"10101"} | 
Thu, 03 Sep 2020 12:23:39 GMT | ERROR | app.log | [object Object] | log_data:{"description":"this is a test","shopId":"10101"} | 
Thu, 03 Sep 2020 12:24:29 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 12:24:29 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 12:24:29 GMT | INFO | app.log | Request received at /createComment | data:{"description":"this is a test","shopId":"10101"} | log_data:{"description":"this is a test","shopId":"10101"} | 
Thu, 03 Sep 2020 12:24:29 GMT | ERROR | app.log | [object Object] | log_data:{"description":"this is a test","shopId":"10101"} | 
Thu, 03 Sep 2020 12:24:44 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 12:24:44 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 12:24:44 GMT | INFO | app.log | Request received at /createComment | data:{"description":"this is a test","shopId":""} | log_data:{"description":"this is a test","shopId":""} | 
Thu, 03 Sep 2020 12:24:44 GMT | ERROR | app.log | [object Object] | log_data:{"description":"this is a test","shopId":""} | 
Thu, 03 Sep 2020 12:25:15 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 12:25:15 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 12:25:15 GMT | INFO | app.log | Request received at /createComment | data:{"description":"this is a test","shopId":""} | log_data:{"description":"this is a test","shopId":""} | 
Thu, 03 Sep 2020 12:25:15 GMT | ERROR | app.log | [object Object] | log_data:{"description":"this is a test","shopId":""} | 
Thu, 03 Sep 2020 12:25:35 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 12:25:35 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 12:25:35 GMT | INFO | app.log | Request received at /createComment | data:{"description":"this is a test","shopId":""} | log_data:{"description":"this is a test","shopId":""} | 
Thu, 03 Sep 2020 12:25:35 GMT | ERROR | app.log | [object Object] | log_data:{"description":"this is a test","shopId":""} | 
Thu, 03 Sep 2020 12:25:46 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 12:25:46 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 12:25:46 GMT | INFO | app.log | Request received at /createComment | data:{"description":"","shopId":""} | log_data:{"description":"","shopId":""} | 
Thu, 03 Sep 2020 12:25:46 GMT | ERROR | app.log | [object Object] | log_data:{"description":"","shopId":""} | 
Thu, 03 Sep 2020 12:26:09 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 12:26:09 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 12:26:09 GMT | INFO | app.log | Request received at /createComment | data:{"description":"dgsdfgsdfgsdf","shopId":"5f50cdfe01d928b15b651535"} | log_data:{"description":"dgsdfgsdfgsdf","shopId":"5f50cdfe01d928b15b651535"} | 
Thu, 03 Sep 2020 12:26:16 GMT | ERROR | app.log | shopId is invalid!!! | log_data:{"description":"dgsdfgsdfgsdf","shopId":"5f50cdfe01d928b15b651535"} | 
Thu, 03 Sep 2020 12:37:25 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 12:37:25 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 12:37:25 GMT | ERROR | app.log | You don't have enough permission to perform this action | 
Thu, 03 Sep 2020 12:55:17 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 12:55:17 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 12:55:21 GMT | INFO | app.log | Request received at /createShop | data:{"name":"shop1","description":"this is a test shop"} | log_data:{"name":"shop1","description":"this is a test shop"} | 
Thu, 03 Sep 2020 12:56:37 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 12:56:37 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 12:56:40 GMT | INFO | app.log | Request received at /createShop | data:{"name":"shop1","description":"this is a test shop"} | log_data:{"name":"shop1","description":"this is a test shop"} | 
Thu, 03 Sep 2020 12:56:55 GMT | INFO | app.log | shop created successfully | log_data:{"name":"shop1","description":"this is a test shop"} | 
Thu, 03 Sep 2020 12:57:50 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 12:57:50 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 12:57:50 GMT | INFO | app.log | Request received at /createComment | data:{"description":"dgsdfgsdfgsdf","shopId":"5f50e80f6ab35bd4a5bf2486"} | log_data:{"description":"dgsdfgsdfgsdf","shopId":"5f50e80f6ab35bd4a5bf2486"} | 
Thu, 03 Sep 2020 12:59:30 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 12:59:30 GMT | INFO | app.log | Request received at /grantAccess | 
